,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other
200606,3186.89,23968.91,34850.09,2577.02,3195.79,5078.57,1346.47,2856.27,3415.55,3359.07,2001.59,2683.32,2497.21,1345.39,1921.46,8501.59,3842.57,4171.44,7747.79,4726.3,5578.47,2271.09,2516.61,3296.27,3335.54,1459.72,4580.81,2371.51,3459.61,8741.62
200607,3104.68,21400.34,35739.72,2940.33,1883.67,5563.26,1279.47,2630.51,2843.98,773.06,1863.07,2714.01,2386.41,1298.87,1843.1,7715.56,4065.28,3760.09,7092.38,4986.82,5859.77,2233.51,2355.54,3688.93,3331.33,1413.34,4509.04,2419.47,3334.23,8341.74
200608,3156.13,22351.94,38970.16,2729.81,1847.96,5563.87,1240.11,2741.92,2720.95,765.52,1723.82,2601.11,2258.3,1220.92,1771.73,7461.41,3957.13,3286.61,7437.9,5226.41,6024.29,2166.33,2262.77,3504.42,3025.83,1384.09,4332.68,2272,3391.47,8327.32
200609,3234.35,22833.11,40649.16,2793.51,1920.21,6046.52,1291.63,2802.42,2818.05,776.96,1765.08,2529,2255.5,1233.74,1821.02,7387.79,4050.53,2940.57,7184.56,5321.97,6210.13,2268.32,2475.53,3651.64,3008.2,1424.23,4471.5,2338.12,3441.93,8657.78
200610,3272.09,22697.6,37625.15,2960.22,1939.16,6149.21,1406.59,2850.09,2879.46,791.64,1734.14,2530.96,2273.9,1276.32,1915.68,7663.3,3760.5,2497.54,6973.37,5198.22,6486.02,2383.98,2558.29,3717.69,3126.85,1442.42,4787.85,2505.49,3564.6,9006.12
200611,3277.44,22793.03,39667.48,3255.26,2048.39,6441.62,1542.34,2893.62,3045.05,793.71,1820.26,2810,2359.54,1341.29,2029.06,7889.05,4079.99,2858.13,7313.51,5470.07,6909.32,2545.86,2616.88,3899.99,3387.26,1432.62,4957.49,2723.81,3633.61,9254.99
200612,3390.31,22601.13,41022.04,3396.52,2079.16,6591.63,1607,2905.81,3123.14,822.84,1931.71,3118.38,2488.34,1360.4,2043.41,8218.69,4349.6,3024.11,7974.04,5613.73,7125.44,2614.36,2695.67,3990.73,3453.95,1462.72,4829.76,2782.49,3671.35,9375.39
200701,3466.47,23108.77,41831.21,3600.03,2143.05,6798.47,1606.97,2936.56,3148.31,895.49,1924.07,3114.98,2487.63,1352.25,2064.26,8218.63,4206.34,2640.1,7870.79,5643.02,6865.79,2646.15,2670.89,4023.51,3372.72,1467.06,4906.52,2862.77,3834.43,9854.17
200702,3506.47,23490.79,42371.6,3823.97,2129.84,6910.04,1655.41,3045.9,3265.5,968.25,1974.91,3419.69,2518.13,1334.77,2165.67,8550.66,4501.35,2680.04,7759.02,5699.61,7048.62,2748.33,2724.21,4076.58,3547.11,1534.16,5123.19,2891.35,3883.46,10105.11
200703,3483.5,22849.96,40885.71,3647.39,2183.2,6807.13,1679.79,2962.07,3360.69,1017.03,1963.31,2975.15,2580.38,1309.29,2179.6,8388.44,4782.99,2728.14,7606.55,5910.54,6889.59,2679.16,2709.88,4124.53,3517.35,1545.42,5014.17,2844.63,3789.31,9803.86
200704,3589.78,23306.2,42452.3,3640.01,2152.07,7162.79,1689.04,2976.99,3493.81,978.09,1911.13,3231.81,2684.38,1303.42,2233.42,8429.4,4881.47,2793.07,8057.21,6208.41,7107.82,2741.26,2724.57,4165.44,3507.29,1591.76,5021.95,2875.77,3795.6,10081.74
200705,3734.44,24419.81,43633.11,3744.22,2232.68,7391.65,1744.02,3182.74,3601.75,1061.65,2005.35,3339.34,2866.74,1382.4,2362.73,8959.34,5140.85,3193.87,8453.68,6373.79,7207.65,2882.42,2890,4392.59,3628.87,1613.74,5162.29,2944.16,3943.9,10358.77
200706,3809.62,25230.04,44777.76,3795.1,2399.98,7318.99,1858.19,3204.97,3774.25,1166.65,2143.31,3808.03,3031.37,1481.08,2481.37,9779.79,5427.63,3615.59,9177.99,6470.38,7730.82,3045.68,3021.89,4565.88,3792.11,1660.44,5332.62,3038.29,4060.51,10729.99
200707,4246.51,26303.63,35342.98,2665.95,2306.67,6195.24,1825.23,2864.04,3554.34,1217.45,1714.08,3465.6,2860.54,1373.93,2402.9,8750.47,4943.09,2919.11,8377.95,6129.68,8538.18,2761.18,2974.78,4355.72,3531.7,1585.2,5045.34,2641.76,3711.92,9846.61
200708,4106.28,25997.67,33544.19,2670.05,2127.68,6266.78,1759.02,2767.31,3528.19,1301.81,1617.35,3372.07,2896.08,1372.37,2213.09,9041.74,5301.95,2515.99,8306.64,5881.8,8311.67,2694.21,2995.9,4340.6,3539.8,1518.26,4761.25,2655.68,3445.43,9868.76
200709,4217.72,26862.66,34955.32,2753.03,1970.26,6415.91,1736.42,2816.69,3633.08,1267.29,1577.95,3260.34,2928.46,1384.39,2173.76,8890.54,5057.5,2485.93,8310.16,5965.05,8298.78,2706.94,3135.28,4317.16,3462.21,1569.1,4857.11,2725.03,3498.3,10090.2
200710,4425.78,28567.95,34873.23,3063.16,1982.16,6776.32,1773.78,2923.04,3812.48,1199.45,1556.37,3533.25,3062.35,1448.84,2346.53,9523.28,5734.61,2823.84,8949.77,5921.06,8462.85,2838.52,3242.47,4445.87,3579.05,1596.58,4795.97,2645.09,3573.65,10731.91
200711,4555.51,29755.75,36468.49,3033.35,1997.41,6837.25,1747.14,2984.57,3935.86,1265.92,1616.38,3704.61,3024.66,1458.72,2357.93,9425.72,6344.21,3365.43,9196.38,6377.25,8303.99,3123.86,3382.21,4488.04,3748.95,1652.44,4876.81,2827.28,3524.9,11186.97
200712,4627.6,30294.89,38890.66,2800.87,1712.17,7078.85,1602.77,2985.01,3699.85,1189.36,1474.04,3599.39,2939.66,1516.8,2035.77,9260.3,5584.1,3493.25,8751.17,6305.89,7766,2896.58,3160.42,4217.64,3601.55,1542.22,4780.05,2656.68,3324.83,10885.8
200801,4701.27,29924.34,37692.98,2507.86,1677.88,6985.75,1482.43,2878.08,3850.75,1116.19,1465.53,3713.59,3031.46,1507.48,1973.91,9324.17,5527.67,3975.27,9404.26,6409.52,7798.67,2961.33,3200.79,4178.59,3481.99,1532.64,4650.98,2535.18,3190.75,10681.57
200802,4370.03,27567.09,37524.18,2266.77,1559.61,6486.68,1499.51,2755.46,3627.92,1131.52,1431.39,3306.73,2758.01,1344.38,1880.87,8722.52,5194.02,3848.41,8635.47,5957,7247.18,2699.01,2752.12,3997.19,3595.79,1466.91,4747.25,2371.9,3180.85,10387.59
200803,4495.11,27856.32,36514.82,2129.08,1409.58,6488.77,1428.98,2737.38,3771.45,1110.93,1357.45,3525.4,2865.95,1324.53,1747.22,8486.02,5977.11,4179.04,9371.73,5753.79,7022,2574.24,2715.76,3848.88,3447.03,1457.71,4467.5,2354.02,2844.87,10257.36
200804,4514.39,28761.86,36079.18,2080.77,1367.75,6846.81,1473.48,2720.6,3783.65,1101.45,1402.45,3539.17,2816.79,1328.37,1678.8,8183.86,5551.68,3858.64,9166.97,5786.45,7072.17,2587.31,2746.29,3821.94,3575.85,1436.81,4618.63,2423.83,2741.54,10621.61
200805,4639.79,27982.59,32658.12,2061.8,1436.96,6708.57,1538.16,2757.56,4139.49,1191.62,1455.77,3795.68,3130.97,1383.51,1910.39,8911.24,6107.55,4671.44,10180.46,6150.66,7414.9,2774.68,2962.27,3794.13,3796.79,1457.37,4926.96,2535.39,2901.06,10193.85
200806,4733.74,28357.14,35947.4,2048.83,1449.56,6708.61,1592.37,2806.92,4262.24,1164.08,1529.92,4116.74,3255.46,1536.04,1847.29,8882.31,6330.44,5768.99,10507.68,6345.87,7760.08,2923.75,3161.11,3863.59,3991.29,1558.19,4962.8,2503.26,2785.23,10031.67
200807,3974.51,26337.2,26030.67,1069.16,1180.54,5690.31,1407.7,2559.3,3750.23,985.09,1379.48,3020.41,2976.64,1192.07,1528.46,7408.95,5225.01,6777.82,9746.21,6247.94,6688.58,2531,2701.6,3137.26,3309.83,1337.5,4285.22,2120.16,2279.71,7803.82
200808,4085.67,29720.54,26964.29,1069.54,1113.26,6112.87,1354.23,2752.89,3727.34,882.52,1367.9,2754.65,2846.68,1188.89,1469.61,7485.01,4521.55,5222.96,8324.29,5794.05,6492.08,2514.11,2730.62,3269.27,3486.07,1363.86,4359.02,2151.4,2439.79,7878.63
200809,4110.81,30040.91,27838.51,1109.13,1151.79,6472.39,1499.9,2812.95,3659.39,1009.84,1437.92,2560.09,2851.59,1177.32,1468.94,7726.49,4236.35,4895.6,8322.72,5756.41,6804.17,2589.33,2845.54,3356.66,3533.12,1405.88,4643.2,2266.07,2438.18,7995.51
200810,3776.1,30442.36,25862.79,945.86,1020.09,6441.65,1482.3,2673,2972.78,955.86,1275.11,1762.14,2263.18,991.71,1310.74,6572.49,3144.85,3032.13,7411.97,5055.13,5993.06,2384.55,2421.54,3205.35,3189.02,1282.51,4456.61,2157.87,2349.33,7728.02
200811,3353.54,23278.08,24167.85,666.77,795.36,5549.39,1200.3,2372.96,2374.87,687.37,899.86,1190.24,1599.19,745.48,845.7,5544.8,2051.84,2143.33,6313.36,4484.8,5070.94,1956.07,1999.72,2611.41,2821.51,1005.25,3825.37,1885.08,1872.94,6295.81
200812,3098.8,24070.54,22373.18,525.43,691.2,5408.16,1028.19,2205.53,2002.93,495.2,869.23,1040.52,1465.77,769.06,791.03,4843.89,2083.26,1512.2,6385.05,4559.57,5031.03,1780.67,1768.98,2476.71,2546.36,895.1,3550.79,1755.19,1607.24,5656.61
200901,3129.77,23589.81,24374.47,569.24,680.21,5293.46,1081.9,2383.97,1946.03,558.16,908.62,1206.43,1517.65,810.91,780.05,5227.6,2380.52,1446.28,6228.86,4451.67,5240.63,1828.79,1810.11,2335.25,2504.22,966.69,3687.85,1947.43,1609.49,5595.87
200902,3136.25,21844.3,22642.48,513.73,588.43,4783.74,973.25,2350.9,1818.77,417.45,788.12,1004.84,1365.69,713.86,701.69,5153.9,2170.06,1477.11,6001.65,4412.11,4708.55,1779.12,1761.15,2144.44,2136.81,949.28,3366.54,1794.96,1271.83,4872.18
200903,2866.53,20806.03,20678.96,439.73,503.02,4334.85,889.32,1943.04,1747.34,297.75,670.83,806.88,1207.5,600.48,650.59,4160.58,2188.71,1400.12,5279.06,3831.42,4418.35,1718.35,1640.67,1860.51,1867.72,865.31,3322.44,1702.91,1080.82,3961.37
200904,2965.56,22077.34,21857.54,490.5,537.23,4355.76,1024.45,2087.73,1846.74,385.93,771.33,902.36,1367.82,645.73,742.33,4517.16,2522.18,1403.41,5522.71,3924.19,4702.14,1896.55,1881.89,2077.87,2021.3,907.8,3709.17,1857.01,1245.11,4376.23
200905,3130.04,21756.88,22343.52,676.88,712.68,4794.38,1246.15,2103.23,2196.62,614.31,965.77,1135.41,1649.68,793,1128.71,5466.02,2621.89,1610.59,5831.62,3998.07,5119.55,2092.41,2163.73,2522.29,2329.4,1042.96,4055.16,2024.83,1462.76,5148.24
200906,3271.76,23815.57,25136.09,734.6,718.59,5008.69,1309.81,2257.29,2373.09,570.9,945.35,1242.32,1719,787.72,1126.19,5926.55,3082.66,2174.08,6372.61,4159.98,5313.01,2183.84,2229.93,2665.77,2385.69,1093.07,3947.64,2140.84,1611.29,5325.81
200907,3207.82,23806.05,23857.05,661.97,691.86,4880.56,1278.97,2282.54,2214.21,529.03,926.48,1361.79,1591.48,808.17,1677.76,5034.77,3004.83,1908.76,5830.54,4390.88,5123.39,2256.08,2302.33,2804.44,2353.73,1067.8,3854.48,2057.7,1736.01,4905.62
200908,3458.2,24688.99,25637.06,767.63,803.97,5456.64,1461.2,2423.23,2590.23,720.31,1052.42,1446.01,1825.15,923.77,1950.39,5318.23,3398.1,2251.18,6118.92,4576.19,5370.12,2382.86,2551.91,3228.01,2639.31,1185.86,4130.52,2103.85,1896.2,5354.28
200909,3518.62,24502.79,25694.26,840.43,872.87,5410.11,1511.44,2490.37,2629.23,732.15,1127.46,1497.45,1855.59,944.85,1982.64,5875.36,3505.38,2277.41,6141.4,4560.83,5455.01,2441.38,2603.82,3430.28,2721.24,1251.59,4280.88,2160.97,2100.95,5535.34
200910,3543.21,26204.45,26513.39,927.71,881.38,5755.42,1694.23,2428.4,2834.98,740.18,1117.4,1590.05,2014.61,1014.83,2033.18,6210.08,3853.96,2647.53,6470.22,4694.3,5858.17,2574.55,2760.63,3514.09,2816.66,1312.85,4390.12,2237.59,2135.71,6022.1
200911,3474.39,26460.62,26439.75,837.95,866.07,5760.32,1648.99,2259.5,2757.11,691.13,1050.4,1396.81,2017.75,969.82,1977.74,5922.86,3907.38,2646.94,6753.21,4558.95,5692.15,2601.01,2661.86,3464.82,2665.94,1323.23,4448.19,2170.4,2043.56,5669.07
200912,3706.94,27745.76,26985.05,917.74,891.43,6302.28,1676.66,2463.69,3009.97,711.92,1065.11,1500.46,2166.14,1021.89,2193.24,6436.8,4484.02,2922.19,6933.25,4740.87,6169.2,2736.87,2789.83,3720.77,2920.99,1381.03,4674.92,2329.16,2145.52,6045.64
201001,3813.23,27466.02,27514.94,917.66,1027.58,6175.87,1748.02,2547.34,3063.9,789.98,1134.84,1732.12,2246.19,1074.93,2333.09,6666.8,4287.26,3134.95,6876.8,5004.44,6622.17,2908.54,2977.22,3871.03,3086.29,1462.1,4778.83,2390.47,2161.66,5913.63
201002,3766.9,26450.45,26602.11,959.05,1038.39,6190.36,1691.54,2560.63,2941.58,722.95,1115.4,1514.73,2113.82,1023.48,2398.95,6705.79,3640.77,2907.21,6548.91,4773.67,6198.53,2721.19,2760.04,3654.93,2603.48,1425.17,4711.57,2364.16,2153.36,6382.19
201003,3858.35,26512.21,27741.57,1039.74,1015.91,6506.1,1799.47,2592.61,3093.05,836.49,1158.07,1581.44,2270.36,1125.56,2558.7,6937.13,4104.73,3211.48,6781.83,4726.52,6363.9,2809.48,2934.77,3754.15,2798.44,1508.63,4939.23,2500.44,2225.06,6543.27
201004,4012.04,27935.1,29076.97,1170.8,1070.92,6635.35,2002.5,2682.35,3293.55,903.31,1258.12,1766.91,2412.24,1241.89,2784.41,7706.25,4478.32,3273.67,7001.51,4859.56,6843.39,2976.61,3221.35,3966.29,3019.65,1595.1,5231.58,2752.89,2422.23,7147.03
201005,3941.86,27441.43,28360.51,1310.17,1117.38,6677.23,2089.63,2627.43,3440.06,1006.48,1404.12,1714.21,2554.82,1297.58,2912.35,7920.71,4460.4,3209.24,7346.97,4989.81,7100.19,3006.78,3348.5,4131.79,3119.13,1677.31,5324.34,2952.98,2468.65,7205.84
201006,3720.97,26366.99,26160.48,1248.63,1000.5,6392.42,1964.59,2411.48,3085.65,908.34,1248.95,1584.47,2288.53,1161.04,2617.44,7121.94,4186.89,2719.38,6459.92,4651.08,6741.97,2764.23,3101.55,3827.22,2932.2,1608.71,5032.04,2797.91,2251.77,6512.78
201007,3473.27,26039.18,25702.09,1166.57,905.23,6229.53,1809.65,2386.2,2668.94,779.02,1048.74,1340.35,2208.62,1016.77,2503.74,7009.83,3655.12,2316.68,5927.99,4660.56,6106.74,2452.87,2863.96,3658.17,2698.05,1439.02,4284.35,2595.85,2326.91,6332.91
201008,3642.55,28215.19,28463.56,1256.73,953.22,6446.04,1957.68,2447.79,2967.87,829.58,1142.95,1450.57,2517.63,1145.55,2912,7734.23,3954.93,2644.72,6362.82,4969.14,6708.27,2660.73,3076.1,3940.51,2985.38,1490.55,4504.38,2822.31,2481.43,6593.5
201009,3668.75,28204.87,28440.92,1239.75,852.15,6195.37,1810.77,2403.98,2997.34,783.66,1069.73,1322.35,2308.44,1081.32,2655.16,7063.47,4013.03,2471.31,6238.54,5004.76,6569.78,2527.24,2833.05,3688.72,2853.74,1376.52,4302.91,2821.01,2274.26,6399.66
201010,3718.16,29395.46,30833.51,1437.58,960.61,6428.11,2125.99,2627.38,3287.6,887.99,1178.87,1479.22,2674.32,1243.63,3028.81,7792.5,4462.02,2805.89,6843.23,5172.58,7148.65,2844.21,3244.42,4015.45,3167.06,1508.57,4888.24,3073.25,2445.64,6897.92
201011,3867.82,29945.71,32482.36,1619.72,1050.47,6674.06,2207.17,2698.91,3561.31,916.6,1197.95,1547.26,2812.89,1317.85,3317.86,8256.6,4844.42,2998.12,7173.5,5259.82,7433.24,3087.05,3422.7,4156.38,3416.75,1580.51,4948.98,3314.39,2497.68,6920.49
201012,3785.65,30415.43,31187.55,1725.3,1010.66,6501,2461.14,2638.77,3582.74,904.83,1253.05,1591.44,3026.19,1356.19,3538.53,8487.51,4981.98,3680.23,7610.51,5249.04,7286.81,3064.07,3490.44,4242.3,3519.22,1581.95,5216.24,3437.49,2505.26,6873.47
201101,3987.48,31380.89,32125.01,1733.19,1093.86,6869.07,2473.5,2796.23,3845.49,941.85,1406.37,1772.57,3361.94,1410.54,3831.57,8860.14,5857.22,4217.26,8303.97,5402.32,7751.31,3292.4,3700.44,4435.49,3628.35,1703.13,5382.62,3426.38,2790.46,7470.34
201102,3955.25,30254.49,31065.44,1761.2,1120.71,6761.82,2386.27,2793.85,3905.5,906.54,1471.31,1843.02,3543.26,1479.56,3850.34,9669.52,5414.91,4291.03,9015.49,5547.38,7714.25,3385.39,3921.92,4573.7,3650.25,1750.8,5340.87,3329.08,2862.7,7887.65
201103,4157.05,30420.79,33719.11,1822,1152.34,7000.2,2647.14,2888.52,4254.86,971.19,1491.25,1914.55,3685.47,1557.25,3752.87,9909.67,5455.26,4293.32,9697.24,5654.2,8436.96,3476.62,4056.19,4711.12,3690.5,1799.89,5447.83,3452.39,2949.7,8234.06
201104,4266.69,31227.79,35469.63,1858.64,1151.27,7007.73,2533.3,2936.72,4330,1013.63,1542.27,1925,3873.6,1598.27,3810.69,10166.64,5655.88,5015.3,9869.86,5684.06,8540.25,3538.25,3970.67,4773.58,3907.34,1839.42,5463.09,3580.79,2920.14,8029.74
201105,4499.34,32456.16,37375.73,1973.24,1151.41,7400.22,2738.33,3133.43,4523.07,1063.82,1542.96,1934.28,3933.99,1660.67,3871.59,10994.33,5612.77,4884.41,10043.57,5902.05,8778.18,3670.77,4108.17,4856.06,4090.13,1915.56,5801.93,3619.06,2953.38,8134.44
201106,4664.9,32631.35,39030.35,1985.21,1175.84,7616.76,2805.54,3241.34,4350.81,1093.39,1506.45,1830.05,3734.51,1544.63,3739.19,10750.37,5259.16,4544.29,9636.62,6013.46,8918,3595.23,4094.29,4858.37,4065.58,1958.31,5855.99,3767.3,2894.61,7836.71
201107,4558.81,32213.02,35535.64,2010.6,1166.04,7113.39,2886.62,3019.97,4076.32,1030.84,1457.22,1944.98,3328.69,1568.89,4235.96,10390.18,5088.56,4174.95,9246.15,6170.29,8265.04,3349.27,3829.55,4579.62,4121.01,1815.92,5516.75,3763.93,2879.66,7386
201108,4528.85,31252.7,36544.83,2128.15,1124.09,6873.2,2955.13,2915.37,3991.89,966.53,1366.05,1823.28,3193.05,1415.39,3828.95,9770.57,5096.02,4200.85,9268.29,6138.24,7814.39,3367.48,3807.4,4273.25,3909.08,1732.9,5509.09,3756.59,2764.14,7033.12
201109,4440.56,31861.57,36637.93,2006.08,1044.13,6911.87,2808.26,2826.7,3649.78,899.12,1245.95,1580.91,2929.93,1302.08,3365.43,9016.58,4976.32,3370.82,8394.57,6179.23,7468.78,3148.93,3535.1,4011.7,3620.47,1660.5,5310.34,3716.99,2511.49,6767.76
201110,4273.92,30514.54,34413.41,1613.4,955.95,6650.55,2654.87,2719.97,3086.05,769.72,1050.19,1251.44,2444.99,1148.31,2891.41,8576.31,3814.48,2361.69,7404.7,6063.76,7025.38,3015.09,3359.73,3589.51,3324.39,1523.2,5169.21,3516.67,2239.19,6386.72
201111,4500.87,31097.17,37025.66,1861.96,1086.87,6893.93,3093.85,2874.54,3646.97,879.69,1283.91,1477.41,2986.04,1425.82,3579.8,9528.94,4574.61,3031.77,8634.15,6492.45,7516.24,3401.93,3780.36,3984.47,3978.43,1731.37,5701.02,3869.79,2562.33,7074.93
201112,4632.4,31038.03,39643.99,1799.47,1097.03,6937.89,2976.64,2915.11,3583.96,870.17,1316.87,1453.11,3049.84,1541.63,3406.65,9661.03,4602.38,2833.55,8954.15,6564.72,7596.76,3370.88,3707.91,4011.46,4016.84,1748.86,5739.1,3946.84,2491.42,6978.28
201201,4644.21,32265.91,40642.84,1713.4,1135.75,7240.8,2900.21,3003.79,3577.54,876.79,1304.19,1372.54,2924.66,1468.23,3343.73,9695.31,4260,2446.53,9010.88,6806.48,7887.58,3328.05,3721.82,4043.87,4114.79,1746.66,5768.3,4173.91,2549.73,7316.6
201202,4776.82,31517.6,38750.31,1922.7,1144.22,7116.01,3181.41,3132.35,3980.94,938.44,1421.54,1541.22,3290.64,1612.86,3775.73,10169.74,4877.27,2481.48,9144.64,6617.02,8033.96,3555.64,4146.22,4243.76,4388.12,1851.61,5997.12,4460.18,2740.9,7598.14
201203,4832.7,31673.4,42792.79,2032.66,1174.08,7578.07,3384.05,3177.23,4058.76,993.26,1515.04,1498.42,3467.12,1617.8,3965.55,10569.18,4620.86,2433.65,9784.09,6670.42,8418.32,3768.58,4458.19,4388.17,4308.36,1878.27,6232.94,4569.23,2922.62,7829.34
201204,4980.46,33443.05,44467.97,2109.73,1200,7870.45,3430.11,3322.79,4159.99,1037.46,1549.3,1501.98,3380.06,1651.54,3971.02,10562.97,4302.97,2133.24,9477.31,6769.12,8600.05,3937.84,4705.74,4444.18,4392,1950.94,6407.52,4746.51,3129.75,8103.52
201205,4999.3,33890.24,45283.48,2064.98,1167.69,7832.54,3427.48,3346.92,4207.39,1035.89,1546.34,1437.15,3351.73,1591.71,3671.01,10580.81,4229.92,2184.85,9384.8,6704.87,8704.23,3941.6,4543.35,4412.35,4459.3,1944.51,6489.67,4957.24,3067.49,7992.31
201206,4940.64,33703.77,43610.11,1838.52,1103.43,7463.04,3227.07,3254.29,3843.54,1008.79,1440.35,1226.1,3003.09,1467.13,3385.22,9730.02,3679.65,1662.4,8431.43,6673.71,8628.11,3635,4176.47,4140.48,4348.68,1838.48,6409.39,4717.76,2807.13,7730
201207,6970.37,14765.05,52669.8,1772.06,1193.4,7610.86,2816.58,3270.52,4066.12,1046.63,1299.96,1313.15,2997.67,1461.47,3196.01,8286.88,3829.69,1935.16,8094.21,6784.56,8383.21,3707.59,4178.97,4169.17,4297.07,1806.02,6215.05,4287.45,2862.8,8009.04
201208,6955.27,15067,54746.71,1618.88,1202.18,8030.65,2939.32,3352.49,4024.82,1038.73,1270.46,1295.26,3037.1,1487.98,3183.7,8171.26,3689.69,1728.68,8495.23,7024.2,8691.29,3676.71,4256.77,4216.16,4258.94,1811.99,6393.85,4207.26,2834.49,8078.38
201209,7012.71,15099.76,53097.89,1790.81,1268.41,8283.73,3248.54,3405.35,4134.01,1122.39,1383.23,1277.99,3158.79,1565.51,3306.46,8371.07,3909.81,1728.83,8663.17,6738.91,8770.57,3819.06,4485.42,4392.36,4181,1845.4,6594.6,4259.89,2974.72,8048.5
201210,7183.76,14853.95,52538.77,1887.05,1337.14,8496.24,3230.69,3564.34,4183.26,1182.08,1472.49,1322.84,3234.54,1574.16,3487.44,8316.1,4294.44,1764.49,9197.63,6863.63,9185.5,3955.09,4480.17,4491.4,4125.46,1879.85,6743.02,4495.93,3104.62,8508.35
201211,7040.72,14572.39,51212.98,1914.08,1324.9,8538.2,3194.66,3497.79,4078.46,1237.99,1545.74,1311.04,3232.36,1625.92,3684.93,8345.34,4317.21,2124.16,9044.82,6932.1,9095.5,3781.22,4191.88,4391.01,4303.62,1924.58,6715.14,4270.56,3168.9,8218.52
201212,7293.44,14846.83,52848.1,1935.59,1284.86,8862.58,3317.83,3579.12,4300.06,1288.12,1567.51,1367.51,3309.78,1692.52,3872.97,8635.69,4101.32,1881.1,8944.54,6679.88,9184.64,3872.46,4257.86,4527.57,4296.54,1966.45,6776.98,4358.22,3150.91,8292.93
201301,7199.77,14538.97,49354.9,1955.51,1320.51,8706.08,3380.28,3567.54,4477.12,1331.77,1639.78,1417.52,3438.85,1752.33,4168.97,8850.07,4037.88,2022.32,9046.93,6664.92,9351.89,3944.88,4236.14,4663.42,4419.4,2023.61,6623.04,4509.99,3286.52,8347.38
201302,7692.82,15283.86,52125.08,2253.23,1388.39,9428.07,3469.57,3857.74,4700.12,1454.27,1796.47,1476.39,3725.98,1879.6,4230.21,9098.68,4054.1,1947.03,9737.92,6989.9,9854.6,4202.56,4205.48,4926.02,4793.74,2159.87,7062.29,4746.59,3508.87,8894.1
201303,7981.83,15967.12,53229.48,2242.15,1287.36,9963.14,3516.24,3936.55,4647.4,1536.37,1779.97,1435.11,3682.37,1889.17,4219.12,9403.3,3737.69,1785.98,9768.29,7106.91,10075.08,4297.81,4230.46,5136.55,4949.96,2201.58,7097.53,4769.08,3553.77,9359.54
201304,8476.7,16809.7,54134.3,2411.01,1383.67,10459.74,3608.21,4197.12,4689.98,1672.47,1856.48,1460.98,3700.81,1937.2,4435.7,9937.23,3763.38,1801.37,10106,7489.9,10632.25,4446.14,4395.25,5409.2,5181.43,2314.57,7419.24,5114.24,3744.09,9570.32
201305,8709.83,17403.99,56516.46,2516.65,1433.39,10530.73,4034.37,4296.03,4945,1689.17,1799.06,1396.39,3654.99,1909.75,4628.67,9971.26,3472.16,1699.26,10071.25,7867.45,11153.69,4540.44,4376.7,5409.24,5178.37,2316.99,7748.25,5239.2,3822.49,9718.87
201306,8420.44,17137.03,54792.5,2568.07,1496.68,10501.36,4073.84,4393.37,5108.69,1698.89,1890.53,1448.34,3847.2,2016.81,5128.39,10564.9,3570.63,1701.71,10381.92,7342.51,10899.29,4724.83,4622.19,5513.12,5299.86,2404.47,8012.32,5202.57,4114.35,10205.15
201307,8108.65,15590.34,51274.5,2443.31,948.06,9904.79,4176.99,3984.33,4771.44,1786.05,1994.22,1335.27,3554.29,1928.98,4759.99,10302.17,3202.34,1307.33,9689.17,7931.94,10388.14,4406.78,4413.82,4980.78,5138.78,2309.91,7466.57,5044.59,3950.96,9613.24
201308,8472.42,16013.67,52176.83,2589.36,1087.82,10634.19,4247.26,4316.17,5075.72,1998.85,2069.36,1428.29,3744.5,2116.09,5210.31,10960.54,3196.28,1445.06,10248.11,8285.62,10806.52,4635.9,4749.09,5423.7,5410.38,2455.71,7940.19,5186.48,4204.17,10081.46
201309,8193.96,15373.33,49605.14,2691.39,1027.21,10322.3,4160.88,4158.37,5032.89,1928.5,1979.44,1385.57,3727.37,2106.5,5142.76,10612.62,3337.2,1493.66,10074.29,7880.46,10554.3,4609.96,4757.93,5246.17,5243.69,2391.57,7536.61,5053.9,4034.68,9701.01
201310,8198.46,15485.06,51147.85,2953.93,1087.89,10395.66,4565.21,4357.5,5279.93,2091.3,2126.69,1497.53,3973.85,2255.68,5489.3,11516.54,3377.71,1531.93,10335.96,7935.94,10988.32,4871.61,4848.03,5610.77,5547.56,2547.6,7904.92,5258.6,4157.39,10118.7
201311,8792.83,16464.83,53887.81,3082.89,1165.61,10997.04,4677.32,4518.28,5562.3,2183.78,2225.2,1620.09,4023.47,2379.61,5469.89,12131.26,3555.83,1850.97,10816.38,8185.6,11584.78,5055.38,5120.89,5960.96,5863.02,2852.06,8363.38,5455.48,4303.84,10724.18
201312,8901.12,16642.13,52543.83,3171.93,1168.18,11418.19,4994.89,4718.27,5617.33,2274.6,2306.62,1645.72,4079.77,2450.34,5558.49,12667.73,3351.95,1779.88,10930.44,8032.87,11818.91,5227.9,5325.05,6159.36,6182.23,2959.12,8668.83,5619.49,4577.05,10928.76
